"機關代碼","機關名稱","郵遞區號","機關地址","機關電話","主管機關代碼","主管機關名稱","傳真","機關生效日期","機關裁撤日期","機關層級","裁撤註記","新機關代碼","新機關名稱","新機關生效日","舊機關代碼","舊機關名稱"
"376529628X","高雄縣立鳥松國民中學","830","高雄縣鳥松鄉松埔北路三六巷五之一號			","07-7323977_31","376520000A","高雄縣政府","07-7322063","0000000","0991225","3","是","397060800X","高雄市立鳥松國民中學","0991225","",""
"376529629X","高雄縣立龍肚國民中學","843","高雄縣美濃鎮中華路六八號					","07-6851314","376520000A","高雄縣政府","07-6850108","0000000","0991225","3","是","397060900X","高雄市立龍肚國民中學","0991225","",""
"376529630X","高雄縣立彌陀國民中學","827","高雄縣彌陀鄉進學路一三六號				","07-6178424","376520000A","高雄縣政府","","0000000","0991225","3","是","397061000X","高雄市立彌陀國民中學","0991225","",""
"376529631X","高雄縣立五甲國民中學","830","高雄縣鳳山市龍成路111號				","07-8215262","376520000A","高雄縣政府","07-8213073","0000000","0991225","3","是","397061100X","高雄市立五甲國民中學","0991225","",""
"376529632X","高雄縣立寶來國民中學","844","高雄縣六龜鄉寶來村中正路137號				","07-6881258","376520000A","高雄縣政府","07-6881514","0000000","0991225","3","是","397061200X","高雄市立寶來國民中學","0991225","",""
"376529633X","高雄縣立永安國民中學","828","高雄縣永安鄉保興一路三號					","07-6912064","376520000A","高雄縣政府","07-6911925","0000000","0991225","3","是","397061300X","高雄市立永安國民中學","0991225","",""
"376529634X","高雄縣立鳳甲國民中學","830","高雄縣鳳山市輜汽路300號","07-7675300","376520000A","高雄縣政府","(07)7614737","0000000","0991225","3","是","397061400X","高雄市立鳳甲國民中學","0991225","",""
"376529635X","高雄縣立溪埔國民中學","840","高雄縣大樹鄉溪埔路一號					","07-6561335","376520000A","高雄縣政府","07-6566010","0000000","0991225","3","是","397061500X","高雄市立溪埔國民中學","0991225","",""
"376529636X","高雄縣立忠孝國民中學","830","高雄縣鳳山市國泰路二段八一號				","07-7635252","376520000A","高雄縣政府","07-7632576","0000000","0991225","3","是","397061600X","高雄市立忠孝國民中學","0991225","",""
"376529637X","高雄縣立潮寮國民中學","831","高雄縣大寮鄉潮寮路五一之九號				","(07)7879544","376520000A","高雄縣政府","(07)7876354","0000000","0991225","3","是","397061700X","高雄市立潮寮國民中學","0991225","",""
"376529638X","高雄縣立中芸國民中學","832","高雄縣林園鄉中芸路三之一００號				","07-6425223","376520000A","高雄縣政府","07-6427131","0000000","0991225","3","是","397061800X","高雄市立中芸國民中學","0991225","",""
"376529639X","高雄縣立中庄國民中學","831","高雄縣大寮鄉光明路三段一四三七號","07-7033166","376520000A","高雄縣政府","07-7016392","0000000","0991225","3","是","397061900X","高雄市立中庄國民中學","0991225","",""
"376529642X","高雄縣立蚵寮國民中學","826","高雄縣梓官鄉智蚵村中正二街六十號				","(07)617 5389","376520000A","高雄縣政府","(07)6176142","0000000","0991225","3","是","397062000X","高雄市立蚵寮國民中學","0991225","",""
"376529643X","高雄縣立嘉興國民中學","820","高雄縣岡山鎮信中街四八六號","07-7477611-","376520000A","高雄縣政府","07-7105292-","0000000","0991225","3","是","397062100X","高雄市立嘉興國民中學","0991225","",""
"376529644X","高雄縣立三民國民中小學","849","高雄縣三民鄉民權村平和巷一號					","07-6701813","376520000A","高雄縣政府","07-6701871","0000000","0950103","3","是","","","","",""
"376529645X","高雄縣立青年國民中學","830","高雄縣鳳山市青年路二段八九號","07-7190419 轉 18","376520000A","高雄縣政府","07-7190433","0000000","0991225","3","是","397062200X","高雄市立青年國民中學","0991225","",""
"376529646X","高雄縣立一甲國民中學","821","高雄縣路竹鄉甲南村一甲路一一一號","07-6977479-31","376520000A","高雄縣政府","07-6975332","0000000","0991225","3","是","397062300X","高雄市立一甲國民中學","0991225","",""
"376529647X","高雄縣立茂林國民中小學","851","高雄縣茂林鄉茂林村四之三號","07-6801043","376520000A","高雄縣政府","07-6801469","0000000","0950103","3","是","","","","",""
"376529648X","高雄縣立桃源國民中小學","848","高雄縣桃源鄉桃源村北進巷50號","07-6861045","376520000A","高雄縣政府","07-6861164","0000000","0950103","3","是","","","","",""
"376529649X","高雄縣立大灣國民中學","814","高雄縣仁武鄉大灣村仁雄路99號","07-3711715","376520000A","高雄縣政府","07-3721396","0000000","0991225","3","是","397062400X","高雄市立大灣國民中學","0991225","",""
"376529650X","高雄縣立中崙國民中學籌備處","830","高雄縣鳳山市輜 汽路300號","07-7170808","376520000A","高雄縣政府","07-7227226","0000000","0000000","3","是","","","","",""
"376529651X","高雄縣立中崙國民中學","830","高雄縣鳳山市中崙二路487號","07-7538686","376520000A","高雄縣政府","7530670","0000000","0991225","3","是","397062500X","高雄市立中崙國民中學","0991225","",""
"376529652X","高雄縣立桃源國民中學","848","高雄縣桃源鄉勤和村南橫公路三段201號","07-6861133","376520000A","高雄縣政府","","0950103","0991225","3","是","397062600X","高雄市立桃源國民中學","0991225","",""
"376529653X","高雄縣立三民國民中學","849","高雄縣三民鄉民權村平和巷171號","07-6701813","376520000A","高雄縣政府","","0950103","0991225","3","是","397062800X","高雄市立那瑪夏三民國民中學","0991225","",""
"376529654X","高雄縣立茂林國民中學","851","高雄縣茂林鄉茂林村4-5號","07-6801153","376520000A","高雄縣政府","","0950103","0991225","3","是","397062700X","高雄市立茂林國民中學","0991225","",""
"376529655X","高雄縣立鳳翔國民中學籌備處","83049","高雄縣鳳山市鳳育路63號","07-7929337-","376520000A","高雄縣政府","07-7929337-","0990801","0991225","3","是","397062900X","高雄市立鳳翔國民中學籌備處","0991225","",""
"376529701Y","高雄縣鳳山市鳳山國民小學","830","高雄縣鳳山市中山路二三一號				","(07)7460435","376520000A","高雄縣政府","(07)7476360","0000000","0991225","3","是","397078900Y","高雄市鳳山區鳳山國民小學","0991225","",""
"376529702Y","高雄縣鳳山市大東國民小學","830","高雄縣鳳山市光遠路一六一號				","07-7462344","376520000A","高雄縣政府","07-7472186","0000000","0991225","3","是","397079000Y","高雄市鳳山區大東國民小學","0991225","",""
"376529703Y","高雄縣鳳山市文山國民小學","830","高雄縣鳳山市鳳松路二五巷二十號				","07-7460412","376520000A","高雄縣政府","07-7428965","0000000","0991225","3","是","397079100Y","高雄市鳳山區文山國民小學","0991225","",""
"376529704Y","高雄縣鳳山市曹公國民小學","830","高雄縣鳳山市曹公路六號					","(07)7460449","376520000A","高雄縣政府","(07)7428397","0000000","0991225","3","是","397079200Y","高雄市鳳山區曹公國民小學","0991225","",""
"376529705Y","高雄縣鳳山市五甲國民小學","830","高雄縣鳳山市五甲二路四二四號				","07-7619494","376520000A","高雄縣政府","07-7163047","0000000","0991225","3","是","397079300Y","高雄市鳳山區五甲國民小學","0991225","",""
"376529706Y","高雄縣鳳山市中正國民小學","830","高雄縣鳳山市勝利路2號					","07  7012831轉51","376520000A","高雄縣政府","07  7031623","0000000","0991225","3","是","397079400Y","高雄市鳳山區中正國民小學","0991225","",""
"376529707Y","高雄縣鳳山市誠正國民小學","830","高雄市鳳山區黃埔新村國校巷78號","07-7463417-","376520000A","高雄縣政府","07-7401806-","0000000","0991225","3","是","397079500Y","高雄市鳳山區誠正國民小學","0991225","",""
"376529708Y","高雄縣林園鄉林園國民小學","832","高雄縣林園鄉忠孝西路二十號				","07-6412125","376520000A","高雄縣政府","07-6431503","0000000","0991225","3","是","397079600Y","高雄市林園區林園國民小學","0991225","",""
"376529709Y","高雄縣林園鄉中芸國民小學","832","高雄縣林園鄉中芸村中芸路一號					","07-6412342","376520000A","高雄縣政府","07-6426174","0000000","0991225","3","是","397079700Y","高雄市林園區中芸國民小學","0991225","",""
"376529710Y","高雄縣林園鄉港埔國民小學","832","高雄縣林園鄉校前路一號					","(07)7477611","376520000A","高雄縣政府","","0000000","0991225","3","是","397079800Y","高雄市林園區港埔國民小學","0991225","",""
"376529711Y","高雄縣林園鄉金潭國民小學","832","高雄縣林園鄉中厝村金潭路40號					","07-6412332","376520000A","高雄縣政府","07-6423896","0000000","0991225","3","是","397079900Y","高雄市林園區金潭國民小學","0991225","",""
"376529712Y","高雄縣林園鄉汕尾國民小學","832","高雄縣林園鄉北汕路五八巷二號				","07-6412334","376520000A","高雄縣政府","07-6411007","0000000","0991225","3","是","397080000Y","高雄市林園區汕尾國民小學","0991225","",""
"376529713Y","高雄縣大寮鄉大寮國民小學","831","高雄縣大寮鄉大寮路七四０號				","07-7881652","376520000A","高雄縣政府","07-7883461","0000000","0991225","3","是","397080100Y","高雄市大寮區大寮國民小學","0991225","",""
"376529714Y","高雄縣大寮鄉昭明國民小學","831","高雄縣大寮鄉鳳林一路三００巷八十號			","07-6416227","376520000A","高雄縣政府","07-6430855","0000000","0991225","3","是","397080200Y","高雄市大寮區昭明國民小學","0991225","",""
"376529715Y","高雄縣大寮鄉中庄國民小學","831","高雄縣大寮鄉中庄村中庄路59號				","07-7032838","376520000A","高雄縣政府","07-7031756","0000000","0991225","3","是","397080300Y","高雄市大寮區中庄國民小學","0991225","",""
"376529716Y","高雄縣大寮鄉潮寮國民小學","831","高雄縣大寮鄉潮寮路六一號					","07-7875075","376520000A","高雄縣政府","07-7877754","0000000","0991225","3","是","397080400Y","高雄市大寮區潮寮國民小學","0991225","",""
"376529717Y","高雄縣大寮鄉溪寮國民小學","831","高雄縣大寮鄉溪寮村六九號					","07-6516256","376520000A","高雄縣政府","07-6520096","0000000","0991225","3","是","397080500Y","高雄市大寮區溪寮國民小學","0991225","",""
"376529718Y","高雄縣大寮鄉忠義國民小學","831","高雄縣大寮鄉忠義路一號					","(07)7812858","376520000A","高雄縣政府","(07)7831683","0000000","0991225","3","是","397080600Y","高雄市大寮區忠義國民小學","0991225","",""
"376529719Y","高雄縣大樹鄉大樹國民小學","840","高雄縣大樹鄉中正一路249號				","(07)6513752","376520000A","高雄縣政府","(07)6516614","0000000","0991225","3","是","397080700Y","高雄市大樹區大樹國民小學","0991225","",""
"376529720Y","高雄縣大樹鄉九曲國民小學","840","高雄縣大樹鄉九曲路498號					","07-6512541","376520000A","高雄縣政府","07-6512541","0000000","0991225","3","是","397080800Y","高雄市大樹區九曲國民小學","0991225","",""
"376529721Y","高雄縣大樹鄉溪埔國民小學","840","高雄縣大樹鄉溪埔路四三號					","07-6561242","376520000A","高雄縣政府","07-6563291","0000000","0991225","3","是","397080900Y","高雄市大樹區溪埔國民小學","0991225","",""
"376529722Y","高雄縣大樹鄉水寮國民小學","84044","高雄縣大樹鄉水寮村中華路國小巷1號","(07)6515536","376520000A","高雄縣政府","(07)6523002","0000000","0991225","3","是","397081000Y","高雄市大樹區水寮國民小學","0991225","",""
"376529723Y","高雄縣大樹鄉興田國民小學","840","高雄縣大樹鄉興田村五九號					","07-6561527","376520000A","高雄縣政府","07-6563219","0000000","0991225","3","是","397081100Y","高雄市大樹區興田國民小學","0991225","",""
"376529724Y","高雄縣大樹鄉小坪國民小學","840","高雄縣大樹鄉小坪村七十三號","(07)6515232","376520000A","高雄縣政府","(07)6529496","0000000","0991225","3","是","397081200Y","高雄市大樹區小坪國民小學","0991225","",""
"376529725Y","高雄縣鳥松鄉鳥松國民小學","833","高雄縣鳥松鄉文前路三二號					","(07)7321780","376520000A","高雄縣政府","(07)7316743","0000000","0991225","3","是","397081300Y","高雄市鳥松區鳥松國民小學","0991225","",""
"376529726Y","高雄縣鳥松鄉大華國民小學","833","高雄縣鳥松鄉大華路二００號				","07-3701359","376520000A","高雄縣政府","07-3703970","0000000","0991225","3","是","397081400Y","高雄市鳥松區大華國民小學","0991225","",""
"376529727Y","高雄縣鳥松鄉仁美國民小學","833","高雄縣鳥松鄉學堂路二號					","07-7315633","376520000A","高雄縣政府","07-7315607","0000000","0991225","3","是","397081500Y","高雄市鳥松區仁美國民小學","0991225","",""
"376529728Y","高雄縣仁武鄉仁武國民小學","814","高雄縣仁武鄉中正路九四號","07-3711126","376520000A","高雄縣政府","07-3726330","0000000","0991225","3","是","397081600Y","高雄市仁武區仁武國民小學","0991225","",""
"376529729Y","高雄縣仁武鄉灣內國民小學","814","高雄縣仁武鄉灣內村仁心路三一號				","07-3718228","376520000A","高雄縣政府","07-3722199","0000000","0991225","3","是","397081700Y","高雄市仁武區灣內國民小學","0991225","",""
